id,title,description,availability,condition,price,sale_price,link,image_link,brand
3101685,פרסיל קפסולות ג'ל לכביסה דיסקס לבנדר 20 יחידות,פרסיל קפסולות ג'ל לכביסה דיסקס לבנדר 20 יחידות,in stock,new,31.90 ILS,,https://aroam.co.il/care/?product=3101685,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/%D7%A4%D7%A8%D7%A1%D7%99%D7%9C%20%D7%A7%D7%A4%D7%A1%D7%95%D7%9C%D7%95%D7%AA%20%D7%92%27%D7%9C%20%D7%9C%D7%9B%D7%91%D7%99%D7%A1%D7%94%20%D7%93%D7%99%D7%A1%D7%A7%D7%A1%20%D7%9C%D7%91%D7%A0%D7%93%D7%A8%2020%20%D7%99%D7%97%D7%99%D7%93%D7%95%D7%AA.jpg,פרסיל
2600631,DOVE סבון מוצק גרגרי פילינג רביעיה 4*90 גר',DOVE סבון מוצק גרגרי פילינג רביעיה 4*90 גר',in stock,new,11.90 ILS,,https://aroam.co.il/care/?product=2600631,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/DOVE%20%D7%A1%D7%91%D7%95%D7%9F%20%D7%9E%D7%95%D7%A6%D7%A7%20%D7%92%D7%A8%D7%92%D7%A8%D7%99%20%D7%A4%D7%99%D7%9C%D7%99%D7%A0%D7%92%20%D7%A8%D7%91%D7%99%D7%A2%D7%99%D7%94%204%2A90%20%D7%92%D7%A8%27.jpg,DOVE
2600800,"וזלין טהור 50 מ""ל","וזלין טהור 50 מ""ל",in stock,new,6.90 ILS,,https://aroam.co.il/care/?product=2600800,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/%D7%95%D7%96%D7%9C%D7%99%D7%9F%20%D7%98%D7%94%D7%95%D7%A8%2050%20%D7%9E%22%D7%9C.jpg,וזלין
4400827,"ניוואה קרם רב שימושי 150 מ""ל","ניוואה קרם רב שימושי 150 מ""ל",in stock,new,14.90 ILS,,https://aroam.co.il/care/?product=4400827,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/%D7%A0%D7%99%D7%95%D7%95%D7%90%D7%94%20%D7%A7%D7%A8%D7%9D%20%D7%A8%D7%91%20%D7%A9%D7%99%D7%9E%D7%95%D7%A9%D7%99%20150%20%D7%9E%22%D7%9C.jpg,ניוואה
4400841,לבלו שפתון לחות אוריגינל 4.8 גרם,לבלו שפתון לחות אוריגינל 4.8 גרם,in stock,new,10.90 ILS,,https://aroam.co.il/care/?product=4400841,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/%D7%9C%D7%91%D7%9C%D7%95%20%D7%A9%D7%A4%D7%AA%D7%95%D7%9F%20%D7%9C%D7%97%D7%95%D7%AA%20%D7%90%D7%95%D7%A8%D7%99%D7%92%D7%99%D7%A0%D7%9C%204.8%20%D7%92%D7%A8%D7%9D.jpg,לבלו
4400831,"ניוואה דאו רול קול קיק 50 מ""ל","ניוואה דאו רול קול קיק 50 מ""ל",in stock,new,10.90 ILS,,https://aroam.co.il/care/?product=4400831,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/%D7%A0%D7%99%D7%95%D7%95%D7%90%D7%94%20%D7%93%D7%90%D7%95%20%D7%A8%D7%95%D7%9C%20%D7%A7%D7%95%D7%9C%20%D7%A7%D7%99%D7%A7%2050%20%D7%9E%22%D7%9C.jpg,ניוואה
2200250,"ג'ילט ג'ל גילוח סירייאס לעור רגיש 200 מ""ל","ג'ילט ג'ל גילוח סירייאס לעור רגיש 200 מ""ל",in stock,new,14.90 ILS,,https://aroam.co.il/care/?product=2200250,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/%D7%92%27%D7%99%D7%9C%D7%98%20%D7%92%27%D7%9C%20%D7%92%D7%99%D7%9C%D7%95%D7%97%20%D7%A1%D7%99%D7%A8%D7%99%D7%99%D7%90%D7%A1%20%D7%9C%D7%A2%D7%95%D7%A8%20%D7%A8%D7%92%D7%99%D7%A9%20200%20%D7%9E%22%D7%9C.jpg,ג'ילט
2200342,"ג'ילט דאו ג'ל אולמפיק גולד 70 מ""ל","ג'ילט דאו ג'ל אולמפיק גולד 70 מ""ל",in stock,new,17.90 ILS,,https://aroam.co.il/care/?product=2200342,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/%D7%92%27%D7%99%D7%9C%D7%98%20%D7%93%D7%90%D7%95%20%D7%92%27%D7%9C%20%D7%90%D7%95%D7%9C%D7%9E%D7%A4%D7%99%D7%A7%20%D7%92%D7%95%D7%9C%D7%93%2070%20%D7%9E%22%D7%9C.jpg,ג'ילט
2200338,ג'ילט טו סכיני גילוח חד פעמי חמישייה,ג'ילט טו סכיני גילוח חד פעמי חמישייה,in stock,new,7.90 ILS,,https://aroam.co.il/care/?product=2200338,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/%D7%92%27%D7%99%D7%9C%D7%98%20%D7%98%D7%95%20%D7%A1%D7%9B%D7%99%D7%A0%D7%99%20%D7%92%D7%99%D7%9C%D7%95%D7%97%20%D7%97%D7%93%20%D7%A4%D7%A2%D7%9E%D7%99%20%D7%97%D7%9E%D7%99%D7%A9%D7%99%D7%99%D7%94.jpg,ג'ילט
1501041,ג'ילט סכיני גילוח פיוז'ן סטארט רביעייה,ג'ילט סכיני גילוח פיוז'ן סטארט רביעייה,in stock,new,49.90 ILS,,https://aroam.co.il/care/?product=1501041,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/%D7%92%27%D7%99%D7%9C%D7%98%20%D7%A1%D7%9B%D7%99%D7%A0%D7%99%20%D7%92%D7%99%D7%9C%D7%95%D7%97%20%D7%A4%D7%99%D7%95%D7%96%27%D7%9F%20%D7%A1%D7%98%D7%90%D7%A8%D7%98%20%D7%A8%D7%91%D7%99%D7%A2%D7%99%D7%99%D7%94%20.jpg,ג'ילט
2200374,"ג'ילט קצף גילוח לגבר סנסטיב 200 מ""ל","ג'ילט קצף גילוח לגבר סנסטיב 200 מ""ל",in stock,new,13.90 ILS,,https://aroam.co.il/care/?product=2200374,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/%D7%92%27%D7%99%D7%9C%D7%98%20%D7%A7%D7%A6%D7%A3%20%D7%92%D7%99%D7%9C%D7%95%D7%97%20%D7%9C%D7%92%D7%91%D7%A8%20%D7%A1%D7%A0%D7%A1%D7%98%D7%99%D7%91%20200%20%D7%9E%22%D7%9C.jpg,ג'ילט
1020007,"LA BEAUTE מבשם שיער אינטנסיב קרטין טהור וארגן מתאים לכל סוגי השיער 50 מ""ל","LA BEAUTE מבשם שיער אינטנסיב קרטין טהור וארגן מתאים לכל סוגי השיער 50 מ""ל",in stock,new,64.90 ILS,,https://aroam.co.il/care/?product=1020007,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/LA%20BEAUTE%20%D7%9E%D7%91%D7%A9%D7%9D%20%D7%A9%D7%99%D7%A2%D7%A8%20%D7%90%D7%99%D7%A0%D7%98%D7%A0%D7%A1%D7%99%D7%91%20%D7%A7%D7%A8%D7%98%D7%99%D7%9F%20%D7%98%D7%94%D7%95%D7%A8%20%D7%95%D7%90%D7%A8%D7%92%D7%9F%20%D7%9E%D7%AA%D7%90%D7%99%D7%9D%20%D7%9C%D7%9B%D7%9C%20%D7%A1%D7%95%D7%92%D7%99%20%D7%94%D7%A9%D7%99%D7%A2%D7%A8%2050%20%D7%9E%22%D7%9C.png,LA BEAUTE
1020016,"LA BEAUTE מבשם שיער הוט קוטור מתאים לכל סוגי השיער 50 מ""ל","LA BEAUTE מבשם שיער הוט קוטור מתאים לכל סוגי השיער 50 מ""ל",in stock,new,64.90 ILS,,https://aroam.co.il/care/?product=1020016,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/LA%20BEAUTE%20%D7%9E%D7%91%D7%A9%D7%9D%20%D7%A9%D7%99%D7%A2%D7%A8%20%D7%94%D7%95%D7%98%20%D7%A7%D7%95%D7%98%D7%95%D7%A8%20%D7%9E%D7%AA%D7%90%D7%99%D7%9D%20%D7%9C%D7%9B%D7%9C%20%D7%A1%D7%95%D7%92%D7%99%20%D7%94%D7%A9%D7%99%D7%A2%D7%A8%2050%20%D7%9E%22%D7%9C.png,LA BEAUTE
1020080,"LA BEAUTE מסכה אינטנסיב קרטין טהור וארגן לשיער עבה, יבש, צבוע ולאחר החלקה 500 מ""ל (12 יחידות)","LA BEAUTE מסכה אינטנסיב קרטין טהור וארגן לשיער עבה, יבש, צבוע ולאחר החלקה 500 מ""ל (12 יחידות)",in stock,new,69.90 ILS,,https://aroam.co.il/care/?product=1020080,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/LA%20BEAUTE%20%D7%9E%D7%A1%D7%9B%D7%94%20%D7%90%D7%99%D7%A0%D7%98%D7%A0%D7%A1%D7%99%D7%91%20%D7%A7%D7%A8%D7%98%D7%99%D7%9F%20%D7%98%D7%94%D7%95%D7%A8%20%D7%95%D7%90%D7%A8%D7%92%D7%9F%20%D7%9C%D7%A9%D7%99%D7%A2%D7%A8%20%D7%A2%D7%91%D7%94%2C%20%D7%99%D7%91%D7%A9%2C%20%D7%A6%D7%91%D7%95%D7%A2%20%D7%95%D7%9C%D7%90%D7%97%D7%A8%20%D7%94%D7%97%D7%9C%D7%A7%D7%94%20500%20%D7%9E%22%D7%9C%20%2812%20%D7%99%D7%97%D7%99%D7%93%D7%95%D7%AA%29.png,LA BEAUTE
1020072,"LA BEAUTE מסכה אליקסיר קרטין טהור ושמן ארגן לשיער דק וקרקפת שומנית 500 מ""ל (12 יחידות)","LA BEAUTE מסכה אליקסיר קרטין טהור ושמן ארגן לשיער דק וקרקפת שומנית 500 מ""ל (12 יחידות)",in stock,new,69.90 ILS,,https://aroam.co.il/care/?product=1020072,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/LA%20BEAUTE%20%D7%9E%D7%A1%D7%9B%D7%94%20%D7%90%D7%9C%D7%99%D7%A7%D7%A1%D7%99%D7%A8%20%D7%A7%D7%A8%D7%98%D7%99%D7%9F%20%D7%98%D7%94%D7%95%D7%A8%20%D7%95%D7%A9%D7%9E%D7%9F%20%D7%90%D7%A8%D7%92%D7%9F%20%D7%9C%D7%A9%D7%99%D7%A2%D7%A8%20%D7%93%D7%A7%20%D7%95%D7%A7%D7%A8%D7%A7%D7%A4%D7%AA%20%D7%A9%D7%95%D7%9E%D7%A0%D7%99%D7%AA%20500%20%D7%9E%22%D7%9C%20%2812%20%D7%99%D7%97%D7%99%D7%93%D7%95%D7%AA%29.png,LA BEAUTE
1020015,"LA BEAUTE מסכה הוט קוטור לשיער רגיל עד יבש מאוד 500 מ""ל","LA BEAUTE מסכה הוט קוטור לשיער רגיל עד יבש מאוד 500 מ""ל",in stock,new,69.90 ILS,,https://aroam.co.il/care/?product=1020015,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/LA%20BEAUTE%20%D7%9E%D7%A1%D7%9B%D7%94%20%D7%94%D7%95%D7%98%20%D7%A7%D7%95%D7%98%D7%95%D7%A8%20%D7%9C%D7%A9%D7%99%D7%A2%D7%A8%20%D7%A8%D7%92%D7%99%D7%9C%20%D7%A2%D7%93%20%D7%99%D7%91%D7%A9%20%D7%9E%D7%90%D7%95%D7%93%20500%20%D7%9E%22%D7%9C.png,LA BEAUTE
1020030,"LA BEAUTE מסכה רד פייבר לשיער יבש, צבוע ופגום 500 מ""ל","LA BEAUTE מסכה רד פייבר לשיער יבש, צבוע ופגום 500 מ""ל",in stock,new,69.90 ILS,,https://aroam.co.il/care/?product=1020030,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/LA%20BEAUTE%20%D7%9E%D7%A1%D7%9B%D7%94%20%D7%A8%D7%93%20%D7%A4%D7%99%D7%99%D7%91%D7%A8%20%D7%9C%D7%A9%D7%99%D7%A2%D7%A8%20%D7%99%D7%91%D7%A9%2C%20%D7%A6%D7%91%D7%95%D7%A2%20%D7%95%D7%A4%D7%92%D7%95%D7%9D%20500%20%D7%9E%22%D7%9C.png,LA BEAUTE
1020073,"LA BEAUTE קרם לחות אינטנסיב לכל סוגי השיער בייחוד לשיער מתולתל 750 מ""ל","LA BEAUTE קרם לחות אינטנסיב לכל סוגי השיער בייחוד לשיער מתולתל 750 מ""ל",in stock,new,69.90 ILS,,https://aroam.co.il/care/?product=1020073,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/LA%20BEAUTE%20%D7%A7%D7%A8%D7%9D%20%D7%9C%D7%97%D7%95%D7%AA%20%D7%90%D7%99%D7%A0%D7%98%D7%A0%D7%A1%D7%99%D7%91%20%D7%9C%D7%9B%D7%9C%20%D7%A1%D7%95%D7%92%D7%99%20%D7%94%D7%A9%D7%99%D7%A2%D7%A8%20%D7%91%D7%99%D7%99%D7%97%D7%95%D7%93%20%D7%9C%D7%A9%D7%99%D7%A2%D7%A8%20%D7%9E%D7%AA%D7%95%D7%9C%D7%AA%D7%9C%20750%20%D7%9E%22%D7%9C.png,LA BEAUTE
1020002,"LA BEAUTE שמפו אינטנסיב קרטין טהור ושמן ארגן לשיער עבה, יבש, צבוע ולאחר החלקה 750 מ""ל","LA BEAUTE שמפו אינטנסיב קרטין טהור ושמן ארגן לשיער עבה, יבש, צבוע ולאחר החלקה 750 מ""ל",in stock,new,54.90 ILS,,https://aroam.co.il/care/?product=1020002,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/LA%20BEAUTE%20%D7%A9%D7%9E%D7%A4%D7%95%20%D7%90%D7%99%D7%A0%D7%98%D7%A0%D7%A1%D7%99%D7%91%20%D7%A7%D7%A8%D7%98%D7%99%D7%9F%20%D7%98%D7%94%D7%95%D7%A8%20%D7%95%D7%A9%D7%9E%D7%9F%20%D7%90%D7%A8%D7%92%D7%9F%20%D7%9C%D7%A9%D7%99%D7%A2%D7%A8%20%D7%A2%D7%91%D7%94%2C%20%D7%99%D7%91%D7%A9%2C%20%D7%A6%D7%91%D7%95%D7%A2%20%D7%95%D7%9C%D7%90%D7%97%D7%A8%20%D7%94%D7%97%D7%9C%D7%A7%D7%94%20750%20%D7%9E%22%D7%9C.png,LA BEAUTE
1020019,"LA BEAUTE שמפו אליקסיר ויטמין פרוטאין לשיער דק וקרקפת שומנית 750 מ""ל","LA BEAUTE שמפו אליקסיר ויטמין פרוטאין לשיער דק וקרקפת שומנית 750 מ""ל",in stock,new,54.90 ILS,,https://aroam.co.il/care/?product=1020019,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/LA%20BEAUTE%20%D7%A9%D7%9E%D7%A4%D7%95%20%D7%90%D7%9C%D7%99%D7%A7%D7%A1%D7%99%D7%A8%20%D7%95%D7%99%D7%98%D7%9E%D7%99%D7%9F%20%D7%A4%D7%A8%D7%95%D7%98%D7%90%D7%99%D7%9F%20%D7%9C%D7%A9%D7%99%D7%A2%D7%A8%20%D7%93%D7%A7%20%D7%95%D7%A7%D7%A8%D7%A7%D7%A4%D7%AA%20%D7%A9%D7%95%D7%9E%D7%A0%D7%99%D7%AA%20750%20%D7%9E%22%D7%9C.png,LA BEAUTE
1020011,"LA BEAUTE שמפו הוט קוטור חומצה היאלרונית לשיער רגיל עד יבש מאוד 750 מ""ל","LA BEAUTE שמפו הוט קוטור חומצה היאלרונית לשיער רגיל עד יבש מאוד 750 מ""ל",in stock,new,54.90 ILS,,https://aroam.co.il/care/?product=1020011,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/LA%20BEAUTE%20%D7%A9%D7%9E%D7%A4%D7%95%20%D7%94%D7%95%D7%98%20%D7%A7%D7%95%D7%98%D7%95%D7%A8%20%D7%97%D7%95%D7%9E%D7%A6%D7%94%20%D7%94%D7%99%D7%90%D7%9C%D7%A8%D7%95%D7%A0%D7%99%D7%AA%20%D7%9C%D7%A9%D7%99%D7%A2%D7%A8%20%D7%A8%D7%92%D7%99%D7%9C%20%D7%A2%D7%93%20%D7%99%D7%91%D7%A9%20%D7%9E%D7%90%D7%95%D7%93%20750%20%D7%9E%22%D7%9C.png,LA BEAUTE
1020026,"LA BEAUTE שמפו רד פייבר לשיער יבש, צבוע ופגום 750 מ""ל","LA BEAUTE שמפו רד פייבר לשיער יבש, צבוע ופגום 750 מ""ל",in stock,new,54.90 ILS,,https://aroam.co.il/care/?product=1020026,https://aroam.co.il/images/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F/LA%20BEAUTE%20%D7%A9%D7%9E%D7%A4%D7%95%20%D7%A8%D7%93%20%D7%A4%D7%99%D7%99%D7%91%D7%A8%20%D7%9C%D7%A9%D7%99%D7%A2%D7%A8%20%D7%99%D7%91%D7%A9%2C%20%D7%A6%D7%91%D7%95%D7%A2%20%D7%95%D7%A4%D7%92%D7%95%D7%9D%20750%20%D7%9E%22%D7%9C.png,LA BEAUTE
